"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"84","ACA NEOGEO NEO TURF MASTERS","PS4",2017,"Sports","Hamster Corporation",0,0,0,0,0
"85","ACA NEOGEO NEO TURF MASTERS","XOne",2017,"Sports","Hamster Corporation",0,0,0,0,0
"86","ACA NEOGEO POWER SPIKES II","NS",2018,"Sports","Hamster Corporation",0,0,0,0,0
"87","ACA NEOGEO POWER SPIKES II","PS4",2018,"Sports","Hamster Corporation",0,0,0,0,0
"88","ACA NEOGEO POWER SPIKES II","XOne",2018,"Sports","Hamster Corporation",0,0,0,0,0
"89","ACA NEOGEO SOCCER BRAWL","NS",2017,"Sports","Hamster Corporation",0,0,0,0,0
"90","ACA NEOGEO SOCCER BRAWL","PS4",2017,"Sports","Hamster Corporation",0,0,0,0,0
"91","ACA NEOGEO SOCCER BRAWL","XOne",2017,"Sports","Hamster Corporation",0,0,0,0,0
"92","ACA NEOGEO STAKES WINNER","NS",2018,"Sports","Hamster Corporation",0,0,0,0,0
"93","ACA NEOGEO STAKES WINNER","PS4",2018,"Sports","Hamster Corporation",0,0,0,0,0
"94","ACA NEOGEO STAKES WINNER","XOne",2018,"Sports","Hamster Corporation",0,0,0,0,0
"95","ACA NEOGEO STREET HOOP","NS",2017,"Sports","Hamster Corporation",0,0,0,0,0
"96","ACA NEOGEO STREET HOOP","PS4",2017,"Sports","Hamster Corporation",0,0,0,0,0
"97","ACA NEOGEO STREET HOOP","XOne",2017,"Sports","Hamster Corporation",0,0,0,0,0
"98","ACA NEOGEO SUPER SIDEKICKS","NS",2017,"Sports","Hamster Corporation",0,0,0,0,0
"99","ACA NEOGEO SUPER SIDEKICKS","PS4",2017,"Sports","Hamster Corporation",0,0,0,0,0
"100","ACA NEOGEO SUPER SIDEKICKS","XOne",2017,"Sports","Hamster Corporation",0,0,0,0,0
"101","ACA NEOGEO SUPER SIDEKICKS 2","NS",2018,"Sports","Hamster Corporation",0,0,0,0,0
"102","ACA NEOGEO SUPER SIDEKICKS 2","PS4",2018,"Sports","Hamster Corporation",0,0,0,0,0
"103","ACA NEOGEO SUPER SIDEKICKS 2","XOne",2018,"Sports","Hamster Corporation",0,0,0,0,0
"104","ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY","NS",2018,"Sports","Hamster Corporation",0,0,0,0,0
"105","ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY","XOne",2018,"Sports","Hamster Corporation",0,0,0,0,0
"106","ACA NEOGEO TOP PLAYER'S GOLF","NS",2018,"Sports","Hamster Corporation",0,0,0,0,0
"107","ACA NEOGEO TOP PLAYERS GOLF","XOne",2018,"Sports","Hamster Corporation",0,0,0,0,0
"108","Academy of Champions: Soccer","Wii",2009,"Sports","Ubisoft",0.1,0.02,0,0.01,0.13
"109","Ace Gals Tennis","XBL",2010,"Sports","Microsoft",0,0,0,0,0
"110","Ace o Nerae!","SNES",1993,"Sports","Nippon Telenet",0,0,0,0,0
"111","Active Health with Carol Vorderman","DS",2009,"Sports","Nintendo",0,0.18,0,0.01,0.19
"112","Active Life Explorer","Wii",2010,"Sports","Namco Bandai",0.14,0,0,0.01,0.15
"113","Active Life Explorer","Wii",2010,"Sports","Namco Bandai Games",0.14,0,0,0.01,0.15
"114","Active Life: Extreme Challenge","Wii",2009,"Sports","Namco Bandai",0.14,0.27,0,0.06,0.47
"115","Active Life: Extreme Challenge","Wii",2009,"Sports","Namco Bandai Games",0.15,0.27,0,0.06,0.48
"116","Active Life: Outdoor Challenge","Wii",2008,"Sports","Atari",0.79,0.44,0.19,0.14,1.55
"117","Active Life: Outdoor Challenge","Wii",2008,"Sports","Namco Bandai",0.78,0.43,0.19,0.14,1.54
"118","Actua Golf 3","PS",1999,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"119","Actua Ice Hockey","PC",1998,"Sports","Sierra Entertainment",0,0,0,0,0
"120","Actua Ice Hockey","PS",1998,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"121","Actua Ice Hockey 2","PC",1999,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"122","Actua Ice Hockey 2","PS",1999,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"123","Actua Soccer","PC",1995,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"124","Actua Soccer 2","PC",1998,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"125","Actua Soccer 2","PS",1997,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"126","Actua Soccer 3","PC",1999,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"127","Actua Soccer 3","PS",1998,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"128","Actua Soccer: Club Edition","PC",1997,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"129","Actua Soccer: Club Edition","PS",1997,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"130","Actua Tennis","PC",1999,"Sports","Gremlin Interactive Ltd",0,0,0,0,0
"131","Actua Tennis","PS",1997,"Sports","Gremlin Interactive Ltd",0.07,0.05,0,0.01,0.13
"132","Actua Tennis","PS",1998,"Sports","Gremlin Interactive Ltd",0.07,0.05,0,0.01,0.13
"133","Adidas Power Soccer","PS",1996,"Sports","Psygnosis",0.02,0.01,0,0,0.04
"134","Adidas Power Soccer 2","PS",1998,"Sports","Psygnosis",0,0,0,0,0
"135","Adidas Power Soccer 98","PS",1998,"Sports","Psygnosis",0.01,0.01,0,0,0.02
"136","Adidas Power Soccer International 97","PS",1997,"Sports","Psygnosis",0,0,0,0,0
"137","AFL","Wii",2011,"Sports","Unknown",0,0,0,0,0
"138","AFL 99","PS",1999,"Sports","EA Sports",0,0,0,0,0
"139","AFL Challenge","PSN",2010,"Sports","Home Entertainment Suppliers",0,0,0,0,0
"140","AFL Challenge","PSP",2009,"Sports","Sony Computer Entertainment",0,0,0,0,0
"141","AFL Live","PC",NA,"Sports","Unknown",0,0,0,0,0
"142","AFL Live","PS3",2011,"Sports","HES Interactive",0,0,0,0,0
"143","AFL Live","PSP",NA,"Sports","Unknown",0,0,0,0,0
"144","AFL Live","X360",2011,"Sports","HES Interactive",0,0,0,0,0
"145","AFL Live 2003","PC",2002,"Sports","Acclaim Entertainment",0,0,0,0,0
"146","AFL Live 2003","PS2",2002,"Sports","Acclaim Entertainment",0,0,0,0,0
"147","AFL Live 2003","XB",2002,"Sports","Acclaim Entertainment",0,0,0,0,0
